uid,reg_date,device,gender,country,age
53291785,2016-11-13T00:00:00Z,and,F,USA,15
11279546,2017-07-25T00:00:00Z,iOS,F,TUR,20
80421790,2017-12-21T00:00:00Z,iOS,F,DEU,17
36910509,2017-11-03T00:00:00Z,and,F,USA,15
46705236,2017-06-30T00:00:00Z,iOS,F,USA,17
61310349,2016-09-06T00:00:00Z,and,M,USA,48
85233927,2016-09-07T00:00:00Z,and,F,DEU,24
81643944,2018-01-31T00:00:00Z,and,M,BRA,17
74546702,2016-12-29T00:00:00Z,and,F,DEU,31
75112298,2016-06-19T00:00:00Z,and,M,USA,23
23480779,2017-07-11T00:00:00Z,and,F,BRA,20
16193059,2017-01-28T00:00:00Z,and,F,TUR,19
44208505,2016-11-14T00:00:00Z,and,M,USA,19
24722475,2018-03-17T00:00:00Z,iOS,M,USA,26
77880765,2018-02-01T00:00:00Z,and,F,USA,47
55470181,2018-01-22T00:00:00Z,iOS,M,USA,15
90670678,2016-11-24T00:00:00Z,and,M,USA,15
89753456,2017-07-12T00:00:00Z,and,F,USA,19
93371896,2017-04-12T00:00:00Z,iOS,F,BRA,29
68305029,2015-11-23T00:00:00Z,and,M,DEU,18
42747694,2016-12-31T00:00:00Z,iOS,F,BRA,17
47167407,2017-04-28T00:00:00Z,iOS,M,DEU,19
25008596,2017-07-19T00:00:00Z,and,M,DEU,23
83500940,2017-11-16T00:00:00Z,iOS,F,USA,22
70614667,2017-05-26T00:00:00Z,iOS,F,USA,18
58448636,2018-02-24T00:00:00Z,and,M,FRA,19
41281538,2016-09-05T00:00:00Z,and,F,DEU,22
57630591,2017-02-08T00:00:00Z,iOS,F,USA,26
29757275,2018-02-16T00:00:00Z,and,F,BRA,19
45964110,2016-11-17T00:00:00Z,and,M,USA,26
51358091,2017-03-12T00:00:00Z,and,M,FRA,21
82839670,2016-12-15T00:00:00Z,iOS,M,USA,15
74049790,2017-09-07T00:00:00Z,and,F,USA,19
88899480,2017-10-24T00:00:00Z,and,F,BRA,20
42828013,2018-01-05T00:00:00Z,and,M,USA,40
16115855,2017-10-21T00:00:00Z,and,M,BRA,15
80846155,2017-06-20T00:00:00Z,and,F,DEU,25
36931771,2018-02-09T00:00:00Z,and,F,USA,17
21173083,2018-01-10T00:00:00Z,and,M,FRA,29
42597954,2016-08-01T00:00:00Z,and,F,BRA,23
28963062,2016-09-17T00:00:00Z,and,M,DEU,15
91046675,2017-12-02T00:00:00Z,iOS,M,DEU,27
75875670,2017-01-07T00:00:00Z,and,F,USA,29
78880218,2017-07-16T00:00:00Z,iOS,M,USA,36
28448147,2018-03-02T00:00:00Z,iOS,F,TUR,20
62370994,2018-03-16T00:00:00Z,iOS,F,BRA,21
91056025,2018-02-08T00:00:00Z,and,M,BRA,29
27992912,2017-12-29T00:00:00Z,and,M,USA,23
17927814,2016-06-23T00:00:00Z,and,F,BRA,24
63003394,2016-10-16T00:00:00Z,iOS,F,USA,34
51153306,2018-03-16T00:00:00Z,iOS,M,DEU,28
90890331,2017-12-25T00:00:00Z,and,M,BRA,16
97594300,2017-11-18T00:00:00Z,iOS,M,USA,30
39082426,2015-12-31T00:00:00Z,iOS,M,BRA,22
15362897,2018-01-21T00:00:00Z,and,M,CAN,25
33937393,2016-05-07T00:00:00Z,and,F,BRA,31
17532385,2017-04-23T00:00:00Z,and,F,BRA,32
93921326,2017-03-04T00:00:00Z,and,F,USA,15
25207287,2017-11-07T00:00:00Z,and,F,USA,18
56651575,2016-09-19T00:00:00Z,and,M,BRA,22
87482342,2017-01-09T00:00:00Z,iOS,F,USA,19
97295670,2016-06-03T00:00:00Z,and,M,FRA,19
44069302,2017-06-26T00:00:00Z,iOS,F,BRA,21
60680304,2016-12-21T00:00:00Z,and,M,USA,20
67818290,2016-07-31T00:00:00Z,and,F,USA,17
43094603,2017-05-25T00:00:00Z,and,M,USA,19
72639510,2017-03-17T00:00:00Z,iOS,F,BRA,21
30478587,2018-03-02T00:00:00Z,iOS,F,USA,19
23723838,2017-04-11T00:00:00Z,and,M,USA,28
16124303,2017-05-09T00:00:00Z,iOS,F,TUR,26
44302486,2017-05-25T00:00:00Z,iOS,F,USA,15
88658494,2016-12-13T00:00:00Z,and,F,BRA,18
34848805,2017-08-10T00:00:00Z,and,F,USA,24
75993550,2016-08-10T00:00:00Z,and,M,USA,16
72449031,2017-07-25T00:00:00Z,and,F,BRA,34
35664804,2016-10-21T00:00:00Z,and,F,USA,22
54437306,2018-01-04T00:00:00Z,and,F,USA,20
52667544,2017-08-05T00:00:00Z,iOS,F,BRA,18
77619271,2016-10-10T00:00:00Z,iOS,M,TUR,15
52132109,2017-09-01T00:00:00Z,and,F,BRA,19
89519647,2016-05-29T00:00:00Z,iOS,M,BRA,40
71873445,2017-07-03T00:00:00Z,and,F,BRA,16
85898139,2017-12-12T00:00:00Z,iOS,M,DEU,15
64176044,2015-12-10T00:00:00Z,iOS,F,USA,33
97522380,2017-06-28T00:00:00Z,and,F,USA,30
64278214,2018-03-06T00:00:00Z,and,M,CAN,19
40320412,2017-12-07T00:00:00Z,iOS,F,TUR,37
32336499,2018-02-03T00:00:00Z,iOS,F,USA,16
49716883,2017-01-23T00:00:00Z,and,F,USA,17
26166732,2018-02-14T00:00:00Z,iOS,M,CAN,26
38057139,2018-02-07T00:00:00Z,iOS,F,BRA,15
13436661,2017-08-12T00:00:00Z,and,F,USA,43
85564323,2016-01-25T00:00:00Z,iOS,F,USA,17
64039329,2016-03-15T00:00:00Z,iOS,M,BRA,17
15870821,2017-03-18T00:00:00Z,and,M,DEU,20
96488779,2017-08-13T00:00:00Z,and,M,USA,33
72691739,2017-03-06T00:00:00Z,iOS,F,BRA,42
57885931,2017-08-29T00:00:00Z,and,F,DEU,17
58310841,2018-01-04T00:00:00Z,iOS,F,CAN,27
61034193,2017-06-27T00:00:00Z,iOS,F,USA,21
31336760,2017-02-07T00:00:00Z,and,M,USA,15
53238980,2017-04-30T00:00:00Z,iOS,F,USA,39
86039707,2017-10-19T00:00:00Z,iOS,M,DEU,22
48657120,2017-04-17T00:00:00Z,and,F,DEU,36
70749919,2018-03-15T00:00:00Z,iOS,F,BRA,35
24038016,2017-05-11T00:00:00Z,iOS,F,BRA,15
74124920,2017-12-23T00:00:00Z,and,M,DEU,15
40375983,2018-03-09T00:00:00Z,iOS,F,USA,20
41296781,2016-02-21T00:00:00Z,and,F,USA,16
30638263,2016-11-13T00:00:00Z,and,M,DEU,24
67973035,2018-03-16T00:00:00Z,iOS,F,USA,78
57758008,2017-10-23T00:00:00Z,and,M,USA,47
38162890,2017-11-02T00:00:00Z,iOS,M,USA,18
45640938,2018-01-31T00:00:00Z,and,F,USA,21
65194938,2017-11-07T00:00:00Z,and,F,USA,24
15484711,2016-11-20T00:00:00Z,iOS,F,BRA,43
50156367,2018-03-13T00:00:00Z,and,F,TUR,18
21828369,2017-09-30T00:00:00Z,iOS,F,USA,30
80160559,2018-03-15T00:00:00Z,and,F,BRA,25
77069842,2017-11-12T00:00:00Z,and,M,USA,30
80293580,2018-02-05T00:00:00Z,iOS,F,BRA,37
14065433,2018-02-27T00:00:00Z,and,M,CAN,25
74554037,2017-06-22T00:00:00Z,and,M,USA,22
74443699,2017-12-30T00:00:00Z,and,F,CAN,15
82978707,2017-03-05T00:00:00Z,iOS,M,TUR,30
98495529,2018-02-05T00:00:00Z,and,F,BRA,15
48505342,2017-05-28T00:00:00Z,iOS,M,USA,18
92860358,2017-12-31T00:00:00Z,and,F,USA,23
22835432,2018-03-08T00:00:00Z,and,F,BRA,24
50726851,2017-09-27T00:00:00Z,and,M,USA,15
63243789,2018-02-24T00:00:00Z,iOS,M,BRA,15
31618828,2018-03-15T00:00:00Z,and,M,FRA,18
27774839,2018-01-31T00:00:00Z,and,F,USA,28
60859374,2018-03-09T00:00:00Z,and,M,DEU,18
16710495,2018-01-27T00:00:00Z,iOS,F,BRA,33
34679343,2018-03-18T00:00:00Z,and,M,DEU,16
56692561,2018-01-25T00:00:00Z,iOS,M,BRA,23
73814131,2016-02-24T00:00:00Z,iOS,M,USA,37
75996348,2018-01-28T00:00:00Z,iOS,M,DEU,62
63451520,2017-12-24T00:00:00Z,iOS,F,USA,33
88145368,2015-12-21T00:00:00Z,and,F,USA,37
27408614,2017-01-22T00:00:00Z,iOS,M,DEU,16
14163646,2018-01-19T00:00:00Z,iOS,F,USA,21
73629962,2016-09-11T00:00:00Z,and,M,USA,17
71533885,2017-12-13T00:00:00Z,and,M,USA,38
44485045,2015-12-22T00:00:00Z,and,F,DEU,24
48690596,2017-09-30T00:00:00Z,iOS,M,USA,15
26552526,2018-03-18T00:00:00Z,and,M,USA,18
85675827,2015-12-04T00:00:00Z,and,F,CAN,16
23087176,2017-11-22T00:00:00Z,and,M,USA,32
47438758,2018-02-02T00:00:00Z,iOS,M,USA,18
64502722,2017-06-12T00:00:00Z,and,M,BRA,21
52447709,2017-01-08T00:00:00Z,iOS,F,USA,23
90442531,2018-02-27T00:00:00Z,iOS,F,DEU,18
96671034,2018-02-05T00:00:00Z,and,M,USA,17
32031851,2017-06-19T00:00:00Z,iOS,F,USA,21
96235396,2016-02-02T00:00:00Z,and,F,BRA,22
65460263,2016-05-12T00:00:00Z,iOS,M,DEU,34
42701595,2017-07-24T00:00:00Z,iOS,F,BRA,19
56225942,2017-10-27T00:00:00Z,and,F,FRA,36
70515402,2017-06-07T00:00:00Z,and,F,FRA,16
29573051,2017-12-29T00:00:00Z,iOS,M,BRA,16
78270751,2016-08-09T00:00:00Z,iOS,M,TUR,16
20435203,2017-07-04T00:00:00Z,iOS,M,USA,21
88158230,2017-03-30T00:00:00Z,and,F,DEU,44
54239910,2017-11-25T00:00:00Z,iOS,M,USA,43
96581952,2017-03-13T00:00:00Z,and,M,USA,16
84467692,2016-12-29T00:00:00Z,and,M,DEU,24
24509090,2016-06-04T00:00:00Z,and,M,FRA,27
20725646,2017-07-04T00:00:00Z,and,F,BRA,22
29114404,2017-12-01T00:00:00Z,iOS,F,BRA,23
75536933,2018-03-10T00:00:00Z,and,M,DEU,15
89691465,2017-10-30T00:00:00Z,iOS,M,FRA,65
24239771,2017-11-24T00:00:00Z,and,F,CAN,28
92944538,2018-03-11T00:00:00Z,and,M,USA,40
92045344,2017-06-07T00:00:00Z,iOS,M,CAN,16
52433267,2016-11-30T00:00:00Z,and,M,USA,43
60421284,2017-10-19T00:00:00Z,iOS,M,BRA,17
21866864,2016-01-19T00:00:00Z,iOS,F,USA,32
68547944,2016-11-17T00:00:00Z,iOS,M,USA,17
43937783,2018-01-19T00:00:00Z,iOS,F,USA,19
16394000,2018-03-13T00:00:00Z,iOS,F,USA,24
26188534,2017-01-09T00:00:00Z,and,F,USA,22
83461084,2017-08-18T00:00:00Z,and,F,USA,25
56229733,2018-02-21T00:00:00Z,and,M,FRA,17
66631587,2017-08-11T00:00:00Z,iOS,F,USA,18
97158886,2017-05-06T00:00:00Z,and,M,USA,36
81604044,2016-08-11T00:00:00Z,and,F,USA,18
86296583,2017-01-17T00:00:00Z,and,F,DEU,41
60317269,2016-08-09T00:00:00Z,and,M,BRA,19
31237530,2017-09-27T00:00:00Z,and,F,USA,21
61171235,2017-05-24T00:00:00Z,iOS,F,USA,29
26033309,2016-08-18T00:00:00Z,iOS,F,TUR,18
11689899,2016-10-26T00:00:00Z,and,M,BRA,39
93357450,2017-02-07T00:00:00Z,and,F,DEU,29
55127806,2016-07-31T00:00:00Z,iOS,M,USA,17
62153979,2017-08-03T00:00:00Z,and,F,USA,26
54347059,2018-02-08T00:00:00Z,and,F,USA,33
26563519,2018-03-18T00:00:00Z,and,M,USA,30
83522843,2017-11-13T00:00:00Z,and,F,FRA,15
43508318,2017-03-01T00:00:00Z,and,F,USA,22
66639625,2018-01-23T00:00:00Z,iOS,F,USA,20
91158481,2016-09-13T00:00:00Z,and,M,FRA,24
60753466,2016-12-26T00:00:00Z,iOS,F,USA,19
41854218,2017-05-09T00:00:00Z,iOS,F,USA,31
32998075,2018-03-16T00:00:00Z,iOS,M,TUR,41
91072150,2016-12-22T00:00:00Z,and,M,TUR,27
65526424,2018-02-08T00:00:00Z,iOS,F,USA,17
63376827,2016-04-14T00:00:00Z,and,M,TUR,21
95509672,2018-01-19T00:00:00Z,iOS,M,BRA,15
98620490,2017-11-23T00:00:00Z,and,M,BRA,15
56723676,2015-08-23T00:00:00Z,iOS,M,USA,15
70158339,2017-06-04T00:00:00Z,and,F,DEU,20
26455373,2017-10-09T00:00:00Z,and,F,DEU,15
15267901,2018-02-01T00:00:00Z,iOS,F,USA,16
70679718,2018-03-15T00:00:00Z,iOS,F,DEU,36
15175002,2017-03-25T00:00:00Z,iOS,F,TUR,26
68504303,2016-12-21T00:00:00Z,and,M,BRA,16
48068449,2016-10-11T00:00:00Z,and,F,BRA,36
37240882,2017-11-22T00:00:00Z,iOS,M,TUR,28
76744874,2016-11-29T00:00:00Z,and,F,USA,18
85125323,2018-03-01T00:00:00Z,and,F,DEU,31
61120254,2018-03-17T00:00:00Z,and,F,BRA,15
26400654,2018-01-14T00:00:00Z,iOS,F,USA,26
25640842,2017-08-19T00:00:00Z,and,F,BRA,32
31316063,2017-09-21T00:00:00Z,and,F,USA,18
71174549,2017-08-16T00:00:00Z,iOS,M,DEU,18
54025690,2016-09-04T00:00:00Z,and,M,BRA,18
82398347,2017-06-19T00:00:00Z,iOS,M,TUR,28
71877153,2017-11-16T00:00:00Z,iOS,M,TUR,23
80296067,2017-02-25T00:00:00Z,iOS,M,BRA,41
37575456,2017-01-14T00:00:00Z,iOS,M,BRA,17
29563937,2017-11-07T00:00:00Z,iOS,F,BRA,15
82908068,2018-01-27T00:00:00Z,iOS,M,FRA,41
11975697,2016-03-08T00:00:00Z,iOS,M,CAN,25
52110415,2017-11-03T00:00:00Z,iOS,M,FRA,17
86456063,2015-09-14T00:00:00Z,and,F,BRA,20
43539210,2017-11-15T00:00:00Z,and,F,USA,29
41141890,2017-06-20T00:00:00Z,and,M,USA,20
75925867,2016-07-09T00:00:00Z,iOS,M,BRA,22
52373750,2018-01-10T00:00:00Z,iOS,F,USA,33
31256182,2017-06-24T00:00:00Z,and,F,BRA,24
24772301,2017-07-06T00:00:00Z,and,M,TUR,37
89439131,2017-09-25T00:00:00Z,iOS,F,FRA,48
69316750,2017-12-23T00:00:00Z,iOS,F,USA,15
31237787,2016-10-02T00:00:00Z,iOS,M,DEU,26
49322096,2015-09-11T00:00:00Z,iOS,M,USA,33
99155117,2016-03-17T00:00:00Z,and,F,CAN,19
35864880,2018-03-02T00:00:00Z,iOS,M,USA,18
43917126,2016-06-27T00:00:00Z,iOS,F,USA,16
95353407,2017-12-20T00:00:00Z,and,M,TUR,18
74492021,2015-10-21T00:00:00Z,iOS,F,TUR,45
43508858,2017-10-04T00:00:00Z,iOS,F,USA,19
54666415,2018-03-16T00:00:00Z,and,F,BRA,27
44549833,2017-06-07T00:00:00Z,and,F,BRA,15
98584888,2018-01-11T00:00:00Z,and,M,DEU,25
70496469,2015-10-01T00:00:00Z,iOS,F,USA,19
94643285,2017-03-13T00:00:00Z,and,M,TUR,26
44284055,2017-06-01T00:00:00Z,and,F,BRA,35
52612328,2016-03-31T00:00:00Z,iOS,F,USA,21
30592689,2017-11-29T00:00:00Z,and,F,USA,27
45704495,2017-10-26T00:00:00Z,and,F,CAN,18
77594041,2017-10-12T00:00:00Z,and,F,USA,20
22789489,2017-12-07T00:00:00Z,iOS,F,TUR,20
64465372,2017-11-18T00:00:00Z,iOS,M,BRA,24
53888639,2017-09-21T00:00:00Z,iOS,M,USA,15
70217293,2018-02-19T00:00:00Z,and,M,BRA,25
46959081,2017-09-08T00:00:00Z,iOS,M,USA,31
68578504,2017-11-08T00:00:00Z,iOS,M,DEU,39
91937095,2017-04-12T00:00:00Z,and,F,FRA,16
99985498,2018-03-06T00:00:00Z,and,M,DEU,16
71516899,2017-04-25T00:00:00Z,and,M,BRA,40
19297146,2016-08-27T00:00:00Z,iOS,M,BRA,23
20946529,2016-11-04T00:00:00Z,iOS,F,USA,16
95214810,2017-03-27T00:00:00Z,iOS,M,BRA,19
93086801,2016-12-08T00:00:00Z,iOS,M,TUR,15
82204862,2018-03-12T00:00:00Z,iOS,F,FRA,15
24813944,2017-11-19T00:00:00Z,and,F,BRA,19
95582508,2016-11-06T00:00:00Z,and,M,BRA,25
98073139,2018-02-28T00:00:00Z,iOS,M,DEU,25
76362209,2018-02-25T00:00:00Z,and,F,USA,17
15602480,2017-07-03T00:00:00Z,iOS,M,BRA,35
11935439,2016-07-16T00:00:00Z,and,M,BRA,18
79717138,2016-08-31T00:00:00Z,iOS,F,BRA,24
61980212,2017-10-16T00:00:00Z,iOS,F,USA,16
37123177,2017-06-07T00:00:00Z,iOS,F,FRA,15
75520857,2018-01-02T00:00:00Z,and,M,USA,21
37175457,2017-11-16T00:00:00Z,iOS,F,FRA,17
82603768,2016-09-19T00:00:00Z,iOS,F,USA,20
34106799,2015-08-12T00:00:00Z,and,M,USA,28
15857219,2018-01-28T00:00:00Z,and,F,CAN,26
80970931,2016-10-03T00:00:00Z,and,F,TUR,21
32101556,2018-03-12T00:00:00Z,iOS,M,BRA,28
67394835,2016-10-26T00:00:00Z,iOS,F,TUR,29
63902843,2016-06-12T00:00:00Z,iOS,M,USA,35
75153274,2016-08-18T00:00:00Z,iOS,F,USA,22
38977795,2017-10-23T00:00:00Z,iOS,F,FRA,38
59755671,2016-10-04T00:00:00Z,iOS,M,USA,25
34109582,2017-09-06T00:00:00Z,and,M,USA,20
70548887,2017-09-25T00:00:00Z,and,F,TUR,38
32380848,2017-02-24T00:00:00Z,and,M,USA,18
99446435,2017-11-10T00:00:00Z,and,M,BRA,19
34224757,2017-01-16T00:00:00Z,and,M,FRA,18
98205484,2015-04-30T00:00:00Z,and,M,USA,30
89512209,2017-01-26T00:00:00Z,and,M,USA,30
37616019,2016-12-14T00:00:00Z,and,F,BRA,45
19991895,2017-02-13T00:00:00Z,and,M,USA,23
61733655,2015-09-26T00:00:00Z,and,M,DEU,17
61584345,2017-11-17T00:00:00Z,and,M,BRA,30
91222787,2016-12-11T00:00:00Z,and,M,DEU,22
64480715,2017-09-01T00:00:00Z,iOS,F,USA,39
23263030,2018-02-05T00:00:00Z,and,M,USA,33
43596729,2017-08-20T00:00:00Z,and,M,BRA,29
35900917,2017-08-11T00:00:00Z,iOS,M,BRA,17
66622094,2016-01-02T00:00:00Z,iOS,M,BRA,24
40467976,2017-06-24T00:00:00Z,and,M,FRA,22
92113451,2017-11-08T00:00:00Z,and,M,USA,15
32841256,2018-03-04T00:00:00Z,iOS,M,BRA,15
94733674,2017-03-04T00:00:00Z,and,M,USA,23
27222812,2016-12-04T00:00:00Z,iOS,F,DEU,16
12250603,2018-02-10T00:00:00Z,and,F,USA,16
13741178,2017-11-15T00:00:00Z,iOS,F,USA,16
80709524,2018-02-20T00:00:00Z,and,F,DEU,15
41045338,2018-03-01T00:00:00Z,and,M,BRA,21
64609470,2017-09-13T00:00:00Z,and,F,FRA,23
89045310,2017-09-06T00:00:00Z,and,M,TUR,17
74044803,2017-10-21T00:00:00Z,and,M,BRA,25
48454633,2017-07-06T00:00:00Z,iOS,M,FRA,18
44056112,2017-10-18T00:00:00Z,and,M,USA,19
95318231,2016-12-19T00:00:00Z,and,F,CAN,16
51816649,2016-12-23T00:00:00Z,and,F,USA,16
13266446,2016-05-01T00:00:00Z,iOS,F,USA,21
88888072,2017-12-02T00:00:00Z,iOS,M,BRA,32
46787521,2018-03-10T00:00:00Z,and,F,TUR,15
89075186,2017-01-19T00:00:00Z,and,F,FRA,19
56774165,2017-09-13T00:00:00Z,iOS,F,BRA,23
61410492,2017-09-14T00:00:00Z,and,F,DEU,20
15003749,2017-06-12T00:00:00Z,iOS,M,USA,16
53720316,2017-07-31T00:00:00Z,iOS,M,USA,17
83718786,2017-08-07T00:00:00Z,iOS,M,USA,21
27668205,2017-01-10T00:00:00Z,and,M,TUR,25
46915318,2017-11-13T00:00:00Z,iOS,M,DEU,16
71377191,2017-08-20T00:00:00Z,and,M,DEU,34
79034294,2017-09-23T00:00:00Z,iOS,M,TUR,26
49285017,2016-02-15T00:00:00Z,and,F,BRA,20
61477031,2016-12-18T00:00:00Z,and,M,USA,20
73057875,2018-03-10T00:00:00Z,iOS,M,BRA,20
78353461,2016-02-10T00:00:00Z,and,F,BRA,38
99375826,2017-01-30T00:00:00Z,iOS,F,BRA,24
73452705,2017-10-29T00:00:00Z,iOS,M,USA,25
25721119,2017-12-07T00:00:00Z,and,F,USA,16
54100148,2017-05-21T00:00:00Z,iOS,F,USA,19
26071831,2017-07-07T00:00:00Z,iOS,F,BRA,21
50371685,2017-09-06T00:00:00Z,and,M,USA,62
26970383,2017-08-29T00:00:00Z,and,M,FRA,17
36199947,2017-03-13T00:00:00Z,and,M,BRA,15
26675120,2018-02-23T00:00:00Z,iOS,F,BRA,42
41637169,2018-01-12T00:00:00Z,and,M,USA,15
48056249,2017-01-15T00:00:00Z,iOS,F,BRA,16
60931965,2017-01-09T00:00:00Z,and,M,BRA,15
88785518,2015-06-20T00:00:00Z,and,F,BRA,37
11424306,2017-06-08T00:00:00Z,and,M,BRA,20
31924576,2017-12-13T00:00:00Z,and,M,USA,32
42889636,2018-01-30T00:00:00Z,and,F,USA,37
72927553,2016-07-12T00:00:00Z,and,F,USA,19
62952690,2018-01-08T00:00:00Z,iOS,F,USA,21
63526005,2015-11-30T00:00:00Z,iOS,F,USA,24
75621615,2016-05-09T00:00:00Z,and,F,BRA,21
84261342,2017-06-22T00:00:00Z,iOS,F,USA,21
34838109,2016-08-29T00:00:00Z,and,M,FRA,27
74201604,2017-06-24T00:00:00Z,and,M,USA,27
39353132,2017-12-01T00:00:00Z,iOS,F,USA,16
16632190,2017-06-19T00:00:00Z,and,M,USA,17
61509543,2017-11-19T00:00:00Z,and,M,BRA,15
54188809,2018-01-30T00:00:00Z,iOS,M,BRA,34
11962928,2018-03-06T00:00:00Z,and,F,USA,38
26442831,2017-01-05T00:00:00Z,and,M,TUR,17
53612113,2016-10-24T00:00:00Z,iOS,M,BRA,16
44520688,2017-03-05T00:00:00Z,and,M,USA,19
84120499,2018-01-29T00:00:00Z,iOS,F,TUR,23
92633521,2018-01-18T00:00:00Z,iOS,M,FRA,49
69233592,2017-07-26T00:00:00Z,iOS,M,USA,24
95815581,2016-06-23T00:00:00Z,iOS,F,BRA,17
67417690,2017-02-22T00:00:00Z,and,F,USA,49
38969775,2018-01-27T00:00:00Z,and,F,DEU,34
18799036,2018-01-06T00:00:00Z,iOS,F,USA,19
29797560,2016-03-27T00:00:00Z,and,F,BRA,26
17934568,2017-10-04T00:00:00Z,and,M,TUR,22
94685626,2015-04-28T00:00:00Z,and,F,USA,15
57963084,2017-12-18T00:00:00Z,iOS,M,USA,22
75950027,2018-01-20T00:00:00Z,and,F,USA,68
18651631,2016-10-14T00:00:00Z,and,M,BRA,29
58614955,2017-04-27T00:00:00Z,iOS,F,CAN,36
91192828,2018-01-14T00:00:00Z,and,F,USA,17
62962054,2017-11-26T00:00:00Z,and,F,USA,24
54842725,2017-06-23T00:00:00Z,iOS,F,USA,15
37316198,2018-02-16T00:00:00Z,and,M,BRA,28
94698283,2016-12-21T00:00:00Z,and,M,USA,24
21953471,2015-09-26T00:00:00Z,and,M,USA,15
30606814,2017-05-21T00:00:00Z,iOS,F,TUR,19
20314118,2017-12-02T00:00:00Z,and,F,BRA,30
98337751,2017-12-08T00:00:00Z,and,M,USA,16
47056703,2018-02-12T00:00:00Z,iOS,F,USA,18
62177887,2017-01-20T00:00:00Z,iOS,M,BRA,15
98109653,2015-12-07T00:00:00Z,and,M,BRA,16
80805608,2017-06-26T00:00:00Z,iOS,M,TUR,18
95742130,2016-04-11T00:00:00Z,iOS,M,USA,17
44887614,2017-01-13T00:00:00Z,iOS,M,USA,16
79327514,2016-05-07T00:00:00Z,and,M,BRA,17
59874649,2018-01-10T00:00:00Z,and,M,USA,18
73542090,2017-10-05T00:00:00Z,and,F,USA,27
60228677,2016-12-27T00:00:00Z,and,F,BRA,22
93000136,2016-09-11T00:00:00Z,iOS,M,USA,34
20270699,2017-11-14T00:00:00Z,iOS,M,DEU,22
13264847,2017-08-24T00:00:00Z,iOS,F,BRA,19
18878932,2017-08-14T00:00:00Z,iOS,M,USA,26
97967386,2016-03-12T00:00:00Z,and,F,BRA,22
77920619,2017-09-27T00:00:00Z,and,F,BRA,18
48087396,2015-10-12T00:00:00Z,and,F,USA,20
83327589,2017-05-19T00:00:00Z,iOS,F,BRA,22
59257643,2017-12-24T00:00:00Z,and,M,FRA,28
87563935,2016-12-19T00:00:00Z,and,F,DEU,25
48560373,2018-02-22T00:00:00Z,iOS,F,CAN,29
86801684,2017-09-10T00:00:00Z,and,F,USA,33
91253870,2017-11-17T00:00:00Z,and,F,USA,22
30756261,2018-03-18T00:00:00Z,and,M,USA,30
52318594,2018-02-18T00:00:00Z,iOS,F,BRA,26
50415194,2017-10-31T00:00:00Z,iOS,F,BRA,17
46651625,2016-09-20T00:00:00Z,iOS,F,BRA,24
15102672,2017-04-07T00:00:00Z,and,M,FRA,36
81774023,2017-12-28T00:00:00Z,iOS,F,USA,19
16141682,2017-11-06T00:00:00Z,and,F,USA,20
82768245,2017-12-26T00:00:00Z,iOS,F,USA,23
71679484,2017-05-04T00:00:00Z,iOS,M,USA,21
64412709,2018-02-24T00:00:00Z,iOS,M,BRA,59
37521157,2017-04-09T00:00:00Z,iOS,F,USA,20
26770198,2017-04-06T00:00:00Z,and,M,BRA,44
64702803,2018-03-17T00:00:00Z,and,M,USA,17
54781258,2018-03-01T00:00:00Z,and,M,BRA,22
71214246,2017-11-29T00:00:00Z,and,F,CAN,16
21390895,2016-07-23T00:00:00Z,iOS,F,USA,15
55775345,2018-03-13T00:00:00Z,iOS,F,BRA,15
21406986,2017-11-10T00:00:00Z,iOS,M,CAN,40
57157913,2015-09-30T00:00:00Z,iOS,M,USA,23
71702706,2016-01-10T00:00:00Z,iOS,M,BRA,17
70953467,2016-07-31T00:00:00Z,and,F,BRA,22
84990358,2016-03-12T00:00:00Z,iOS,M,USA,19
81087934,2018-03-14T00:00:00Z,and,M,DEU,18
61660357,2016-03-29T00:00:00Z,iOS,F,CAN,29
89816374,2016-07-25T00:00:00Z,iOS,M,BRA,55
70300777,2018-02-22T00:00:00Z,and,M,BRA,15
72963252,2016-09-01T00:00:00Z,iOS,F,BRA,21
66432553,2017-06-17T00:00:00Z,iOS,F,BRA,18
14773140,2015-10-28T00:00:00Z,and,M,USA,48
37947655,2017-02-06T00:00:00Z,and,M,USA,18
71290130,2016-12-07T00:00:00Z,and,M,TUR,50
19519336,2018-03-08T00:00:00Z,and,F,USA,23
26131064,2017-03-28T00:00:00Z,and,F,USA,19
60094331,2017-08-10T00:00:00Z,iOS,M,USA,34
52544048,2017-12-06T00:00:00Z,iOS,M,CAN,16
15223390,2017-09-08T00:00:00Z,and,M,BRA,23
17967166,2017-03-26T00:00:00Z,and,M,TUR,33
36719324,2018-02-28T00:00:00Z,iOS,M,BRA,16
38214532,2015-06-24T00:00:00Z,and,M,DEU,19
31765520,2017-07-12T00:00:00Z,and,F,CAN,15
84670947,2015-11-06T00:00:00Z,and,M,TUR,31
12748785,2017-06-13T00:00:00Z,and,F,USA,33
14519499,2017-10-08T00:00:00Z,and,M,TUR,20
90867848,2016-02-09T00:00:00Z,and,M,USA,27
37149925,2017-10-12T00:00:00Z,iOS,M,USA,15
67768821,2017-12-30T00:00:00Z,and,F,USA,60
51238643,2017-05-15T00:00:00Z,and,F,USA,15
23446641,2016-07-04T00:00:00Z,and,F,USA,40
81504506,2018-02-10T00:00:00Z,iOS,F,DEU,22
